pack_id,age_days,cycle_count,avg_ambient,max_pack_temp,avg_C_rate,avg_SOC,hours_above_40,cumulative_Wh,SoH
1122,1691,1830,25.78,29.88,0.856,87.55,173.17,3914294.3,55.439
1123,488,2540,36.32,36.96,0.347,74.36,41.81,11874884.0,35.0
1124,392,950,30.12,34.8,0.051,50.43,81.39,4007566.6,60.342
1125,1740,2962,32.52,36.93,1.213,51.39,0.0,10437110.7,35.0
1126,385,439,32.15,33.15,0.127,19.8,188.39,1995593.5,83.524
1127,817,2924,28.68,43.85,0.879,54.84,0.0,7760840.1,35.0
1128,796,619,22.33,29.81,0.924,55.94,112.16,1252140.5,80.075
1129,1075,1832,26.61,31.0,0.184,61.2,0.0,3763898.0,57.588
1130,1942,2522,27.71,38.13,2.182,45.6,37.97,8768298.3,35.0
1131,485,1441,27.07,44.07,1.05,46.82,20.66,3717541.5,59.981
1132,1538,695,26.45,37.18,1.54,89.85,92.38,1430767.5,77.698
1133,609,2191,32.62,36.6,0.761,67.15,69.85,8863477.6,35.0
1134,1811,2460,30.65,36.26,0.682,99.0,64.58,6346253.6,35.891
1135,1209,1750,34.6,43.46,1.421,87.89,72.65,8226324.1,35.0
1136,1880,500,29.68,30.71,1.297,47.67,12.28,1400481.2,80.716
1137,351,433,29.64,35.85,0.336,84.47,0.0,889177.2,88.644
1138,1332,604,27.0,34.59,1.442,70.98,0.0,2629950.4,76.304
1139,616,61,29.95,36.4,2.417,57.57,85.98,289053.3,90.226
1140,138,946,29.67,34.09,0.113,83.66,5.68,4298178.5,63.988
1141,1838,860,39.85,47.28,0.702,42.89,0.0,3733019.9,58.842
1142,1830,1218,30.12,30.77,1.076,67.91,207.89,3352660.0,65.325
1143,1890,638,32.61,40.72,0.05,35.56,71.03,2874102.7,70.573
1144,997,1477,31.6,36.34,0.917,86.73,92.39,6479952.2,37.796
1145,1761,1923,29.69,42.36,0.05,65.55,43.64,6442245.9,35.239
1146,1629,2706,41.09,53.13,1.145,71.85,36.83,8382613.0,35.0
1147,1580,1868,33.4,41.18,0.05,72.71,28.48,8119122.4,35.0
1148,463,530,27.01,33.28,0.481,85.36,27.55,2005312.8,79.492
1149,1262,2260,28.57,40.75,0.595,49.41,2.9,8943868.5,35.0
1150,292,2102,32.97,39.73,0.566,75.11,115.63,8554574.5,35.0
1151,823,2872,27.7,31.16,0.316,60.66,102.98,13005748.4,35.0
1152,326,1691,34.77,40.66,0.542,39.58,88.67,7284168.2,35.0
1153,1124,265,23.97,28.6,1.551,66.36,103.58,682674.2,91.016
1154,1683,564,36.97,49.31,0.089,88.49,21.37,1844233.7,79.207
1155,1123,2048,28.47,39.82,0.884,54.69,0.0,6647458.4,37.154
1156,371,1321,27.12,41.49,0.05,61.75,0.0,2892620.8,63.422
1157,1974,1313,25.25,25.94,0.05,55.34,0.0,6162674.9,43.581
1158,680,2629,27.5,39.61,1.774,30.9,0.0,12743476.7,35.0
1159,1636,623,30.26,37.77,1.756,64.71,82.02,2512027.0,65.391
1160,1822,1484,33.8,42.9,0.214,81.4,0.0,4023808.8,55.653
1161,1246,1841,27.29,32.6,0.05,66.4,62.96,4080559.9,70.097
1162,1691,1665,25.8,35.94,0.496,73.27,80.28,6511092.7,35.0
1163,1037,2458,28.38,30.61,0.556,58.26,154.77,5975522.8,35.0
1164,1733,2108,30.8,41.72,1.516,62.62,0.0,10491416.7,35.0
1165,1903,1888,33.58,39.04,0.134,83.51,0.0,8282303.4,35.0
1166,913,2849,37.16,49.34,0.8,83.37,0.0,9961453.8,35.0
1167,1774,2552,24.24,30.4,1.172,95.87,0.0,12650227.6,35.0
1168,191,2340,25.66,36.52,1.374,64.66,0.0,10045231.0,35.0
1169,699,2025,35.55,44.55,1.421,89.05,86.72,8166271.0,35.0
1170,929,1517,31.86,42.65,0.974,63.22,29.3,3113960.6,71.406
1171,855,874,27.22,33.92,0.05,94.9,6.71,3352288.7,72.552
1172,977,1581,25.27,29.4,1.837,67.05,140.02,4875524.5,51.071
1173,1340,1166,23.06,30.31,1.153,56.02,24.01,4138695.1,63.308
1174,1560,1303,28.48,33.92,0.633,77.01,107.96,5126415.5,40.699
1175,1448,1480,26.72,36.7,1.1,50.32,0.0,6615471.1,39.701
1176,1148,784,36.28,44.89,1.61,71.67,0.0,2562545.5,75.955
1177,179,1039,30.6,34.6,1.473,57.67,187.97,4016541.9,55.965
1178,1438,2226,29.04,35.43,0.39,69.4,0.0,7945101.6,35.0
1179,758,1699,36.18,47.1,0.175,41.71,0.0,4669924.8,50.145
1180,830,1672,34.74,41.44,0.245,81.54,5.72,5294577.6,47.323
1181,105,2122,25.7,36.96,0.05,54.93,36.29,6504227.4,35.0
1182,377,590,25.67,32.18,0.885,38.33,13.59,2261819.2,81.201
1183,937,174,33.49,44.58,0.466,92.62,155.31,719400.3,89.855
1184,526,2337,30.36,31.29,1.097,88.17,96.12,9628293.0,35.0
1185,903,1543,32.66,43.07,1.455,44.62,67.73,4349461.5,56.769
1186,1643,2040,38.39,48.09,0.734,60.45,0.0,7420474.7,35.0
1187,214,202,22.53,26.83,1.728,70.23,3.55,562430.2,97.654
1188,130,736,39.81,51.67,0.709,43.55,134.32,3448146.2,66.649
1189,1523,2557,30.1,35.13,0.195,96.9,117.82,8672165.3,35.0
1190,729,932,30.98,40.12,1.629,70.74,0.0,2990752.3,72.97
1191,462,245,27.75,34.71,1.299,90.15,92.76,928031.0,79.101
1192,1844,2798,22.29,34.11,0.05,54.45,51.83,10019771.6,35.0
1193,952,1137,25.89,32.01,0.05,77.69,30.02,3501843.8,74.199
1194,1236,2188,29.56,36.07,1.992,65.12,107.56,8706091.6,35.0
1195,1080,1391,22.75,28.33,1.55,53.98,107.46,3659579.0,55.365
1196,1389,1122,30.7,41.7,1.904,53.53,0.0,3899668.3,66.314
1197,1894,603,17.18,22.48,1.129,63.8,64.43,2914096.1,77.662
1198,69,1675,30.95,41.05,1.075,48.29,79.85,5616703.6,46.585
1199,1818,1755,25.13,31.39,0.914,62.8,0.0,4676924.1,51.656
